epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
89,8839.48,0.42897,0.3149,0.87416,0.90954,0.89808,0.9462,0.8636,0.5002,0.39262,0.9409,0.001288,0.001288,0.001288
90,8940.7,0.42577,0.31099,0.86975,0.91185,0.8971,0.94597,0.8633,0.50025,0.3931,0.94102,0.001189,0.001189,0.001189
91,9042.08,0.3919,0.2785,0.85896,0.91252,0.89606,0.94585,0.8632,0.50044,0.39333,0.94121,0.00109,0.00109,0.00109
92,9142.89,0.38764,0.27302,0.85839,0.91235,0.89532,0.94563,0.86311,0.50072,0.39366,0.94157,0.000991,0.000991,0.000991
93,9243.97,0.38484,0.27098,0.85783,0.91328,0.89475,0.94548,0.86298,0.5008,0.39366,0.9418,0.000892,0.000892,0.000892
94,9344.99,0.38245,0.26625,0.86031,0.91252,0.89472,0.94526,0.86296,0.50077,0.39404,0.94219,0.000793,0.000793,0.000793
95,9445.51,0.37507,0.26247,0.85601,0.9141,0.89372,0.94511,0.86295,0.50088,0.3944,0.94247,0.000694,0.000694,0.000694
96,9546.75,0.37289,0.25843,0.8539,0.91249,0.89472,0.94473,0.86274,0.50099,0.39457,0.94264,0.000595,0.000595,0.000595
97,9647.66,0.3717,0.25605,0.85335,0.91217,0.89429,0.94439,0.8627,0.50119,0.39526,0.94288,0.000496,0.000496,0.000496
98,9748.8,0.36749,0.25247,0.85243,0.91341,0.8936,0.9444,0.86263,0.50125,0.3957,0.94301,0.000397,0.000397,0.000397
99,9849.68,0.36477,0.24978,0.8495,0.91398,0.89292,0.94429,0.86269,0.50127,0.39597,0.94309,0.000298,0.000298,0.000298
100,9950.14,0.36209,0.24772,0.84943,0.91318,0.89267,0.94373,0.86253,0.50166,0.39632,0.94358,0.000199,0.000199,0.000199
